,bid,ask
1459890912.383971,421.07,421.1
1459890913.384477,421.07,421.1
1459890914.385467,421.09,421.1
1459890915.385687,421.09,421.1
1459890916.3894,421.09,421.1
1459890917.39083,421.09,421.1
1459890918.394618,421.09,421.1
1459890919.39486,421.09,421.1
1459890920.396146,421.09,421.1
1459890921.396605,421.09,421.1
1459890922.39699,421.09,421.1
1459890923.397485,421.09,421.1
1459890924.397597,421.09,421.1
1459890925.398155,421.09,421.1
1459890926.398393,421.09,421.1
1459890927.401452,421.09,421.1
1459890928.401633,421.09,421.1
1459890929.403385,421.09,421.1
1459890930.407333,421.09,421.1
1459890931.409604,421.09,421.15
1459890932.409863,421.1,421.15
1459890933.415087,421.1,421.15
1459890934.417112,421.1,421.15
1459890935.42078,421.1,421.15
1459890936.420936,421.1,421.13
1459890937.421964,421.1,421.13
1459890938.423985,421.1,421.11
1459890939.424368,421.1,421.11
1459890940.425973,421.1,421.11
1459890941.429139,421.1,421.11
1459890942.434357,421.1,421.11
1459890943.434548,421.1,421.11
1459890944.438864,421.1,421.11
1459890945.443831,421.1,421.11
1459890946.446272,421.1,421.11
1459890947.450417,421.1,421.11
1459890948.45358,421.1,421.11
1459890949.453706,421.1,421.11
1459890950.455945,421.1,421.11
1459890951.456778,421.1,421.11
1459890952.461677,421.1,421.11
1459890953.462051,421.1,421.11
1459890954.46434,421.1,421.11
1459890955.465556,421.1,421.11
1459890956.466712,421.1,421.11
1459890957.470649,421.1,421.11
1459890958.474797,421.1,421.11
1459890959.479313,421.1,421.11
1459890960.484474,421.1,421.11
1459890961.487708,421.1,421.11
1459890962.490733,421.1,421.11
1459890963.491193,421.1,421.11
1459890964.494039,421.1,421.11
1459890965.496055,421.1,421.11
1459890966.498397,421.1,421.11
1459890967.501672,421.1,421.11
1459890968.504473,421.1,421.11
1459890969.509556,421.1,421.11
1459890970.511379,421.1,421.11
1459890971.514916,421.1,421.11
1459890972.517686,421.1,421.11
1459890973.51845,421.1,421.11
1459890974.518668,421.1,421.11
1459890975.522531,421.1,421.11
1459890976.522605,421.1,421.11
1459890977.523872,421.07,421.1
1459890978.525689,421.07,421.08
1459890979.526629,421.07,421.08
1459890980.526801,421.07,421.08
1459890981.528291,421.07,421.08
1459890982.528423,421.07,421.08
1459890983.528851,421.07,421.08
1459890984.529656,421.07,421.08
1459890985.529802,421.07,421.08
1459890986.530473,421.07,421.08
1459890987.534027,421.07,421.08
1459890988.538793,421.07,421.08
1459890989.544119,421.07,421.08
1459890990.545782,421.07,421.08
1459890991.546752,421.05,421.07
1459890992.547417,421.05,421.07
1459890993.548742,421.05,421.06
1459890994.552809,421.05,421.06
1459890995.553161,421.05,421.06
1459890996.553638,421.05,421.06
1459890997.553832,421.05,421.06
1459890998.554104,421.05,421.06
1459890999.554417,421.05,421.06
1459891000.554596,421.05,421.06
1459891001.555474,421.05,421.06
1459891002.555751,421.05,421.06
1459891003.558175,421.05,421.06
1459891004.560545,421.05,421.06
1459891005.561288,421.05,421.06
1459891006.561532,421.05,421.06
1459891007.562858,421.05,421.06
1459891008.563161,421.05,421.06
1459891009.564355,421.05,421.06
1459891010.56902,421.05,421.06
1459891011.57051,421.05,421.06
1459891012.571471,421.05,421.06
1459891013.575522,421.05,421.06
1459891014.579646,421.05,421.06
1459891015.584852,421.05,421.06
1459891016.58841,421.05,421.06
1459891017.588573,421.05,421.06
1459891018.589432,421.05,421.06
1459891019.589581,421.05,421.06
1459891020.594378,421.05,421.06
1459891021.594708,421.05,421.06
1459891022.59508,421.05,421.06
1459891023.595319,421.05,421.06
1459891024.5993,421.05,421.06
1459891025.602067,421.05,421.06
1459891026.603018,421.05,421.06
1459891027.606755,421.05,421.06
1459891028.607112,421.05,421.06
1459891029.609288,421.05,421.06
1459891030.613147,421.05,421.06
1459891031.614228,421.05,421.06
1459891032.616988,421.05,421.06
1459891033.619464,421.05,421.06
1459891034.623928,421.05,421.06
1459891035.62875,421.05,421.06
1459891036.628901,421.05,421.06
1459891037.631772,421.05,421.06
1459891038.635628,421.05,421.06
1459891039.637016,421.05,421.06
1459891040.639397,421.05,421.06
1459891041.642603,421.05,421.06
1459891042.643311,421.05,421.06
1459891043.64359,421.05,421.06
1459891044.645951,421.05,421.06
1459891045.646469,421.05,421.06
1459891046.651593,421.05,421.06
1459891047.652968,421.05,421.06
1459891048.654968,421.05,421.06
1459891049.658135,421.05,421.06
1459891050.658274,421.05,421.06
1459891051.658458,420.97,421.05
1459891052.658593,420.98,421.04
1459891053.659072,420.99,421.03
1459891054.661396,420.99,421.02
1459891055.662022,420.99,421.01
1459891056.663154,420.99,421.01
1459891057.667438,420.99,421.03
1459891058.671233,420.99,421.02
1459891059.671516,420.99,421.01
1459891060.673657,420.99,421.01
1459891061.675667,420.99,421.01
1459891062.678205,420.99,421.0
1459891063.678413,420.99,421.0
1459891064.682958,420.99,421.0
1459891065.685236,420.99,421.0
1459891066.690067,420.99,421.0
1459891067.695234,420.99,421.0
1459891068.699435,420.99,421.0
1459891069.699697,420.99,421.0
1459891070.703299,420.99,421.0
1459891071.705431,420.99,421.0
1459891072.705642,420.99,421.01
1459891073.709682,420.99,421.01
1459891074.712615,420.99,421.01
1459891075.713905,420.99,421.01
1459891076.714637,420.99,421.01
1459891077.71959,420.99,421.01
1459891078.724672,420.99,421.01
1459891079.729735,420.99,421.01
1459891080.734923,420.99,421.01
1459891081.735943,420.99,421.01
1459891082.736196,420.99,421.0
1459891083.740152,420.99,421.0
1459891084.742121,420.99,421.0
1459891085.745333,420.99,421.0
1459891086.747291,420.91,420.99
1459891087.748273,420.89,420.98
1459891088.749287,420.9,420.95
1459891089.751196,420.91,420.95
1459891090.75245,420.91,420.93
1459891091.753252,420.91,420.93
1459891092.753788,420.91,420.92
1459891093.754537,420.91,420.92
1459891094.754681,420.91,420.92
1459891095.755231,420.91,420.92
1459891096.757941,420.91,420.92
1459891097.761285,420.91,420.92
1459891098.763402,420.91,420.92
1459891099.76754,420.91,420.92
1459891100.769764,420.91,420.92
1459891101.770941,420.91,420.92
1459891102.771579,420.91,420.92
1459891103.772837,420.91,420.92
1459891104.777332,420.91,420.92
1459891105.781897,420.91,420.92
1459891106.782976,420.91,420.92
1459891107.787623,420.91,420.92
1459891108.787914,420.91,420.92
1459891109.792771,420.91,420.92
1459891110.795502,420.91,420.92
1459891111.797021,420.91,420.92
1459891112.802161,420.91,420.92
1459891113.803147,420.91,420.92
1459891114.803708,420.91,420.92
1459891115.806682,420.91,420.92
1459891116.80689,420.86,420.92
1459891117.807567,420.84,420.86
1459891118.807998,420.84,420.86
1459891119.808433,420.84,420.86
1459891120.809432,420.84,420.86
1459891121.809667,420.84,420.86
1459891122.810006,420.84,420.86
1459891123.810259,420.84,420.86
1459891124.810475,420.84,420.86
1459891125.814454,420.84,420.86
1459891126.817553,420.84,420.86
1459891127.818039,420.84,420.86
1459891128.820934,420.84,420.86
1459891129.825359,420.84,420.86
1459891130.829987,420.84,420.86
1459891131.830193,420.84,420.86
1459891132.835053,420.84,420.86
1459891133.837943,420.84,420.86
1459891134.841516,420.84,420.86
1459891135.845449,420.84,420.86
1459891136.847184,420.84,420.86
1459891137.851608,420.84,420.86
1459891138.856213,420.84,420.86
1459891139.856993,420.84,420.86
1459891140.860933,420.84,420.86
1459891141.864125,420.85,420.93
1459891142.864916,420.88,420.93
1459891143.865139,420.88,420.91
1459891144.866019,420.88,420.91
1459891145.867005,420.88,420.89
1459891146.86792,420.88,420.89
1459891147.868706,420.88,420.93
1459891148.872029,420.88,420.93
1459891149.872261,420.88,420.93
1459891150.872945,420.88,420.93
1459891151.873111,420.88,420.93
1459891152.873736,420.89,420.93
1459891153.87448,420.89,420.93
1459891154.874928,420.91,420.93
1459891155.875088,420.92,420.93
1459891156.87894,420.92,420.93
1459891157.880949,420.92,420.93
1459891158.881952,420.92,420.93
1459891159.884286,420.92,420.93
1459891160.888698,420.92,420.93
1459891161.890867,420.92,420.93
1459891162.894746,420.92,420.93
1459891163.894999,420.92,420.93
1459891164.895755,420.92,420.93
1459891165.899992,420.92,420.93
1459891166.902326,420.92,420.93
1459891167.902601,420.92,420.93
1459891168.907626,420.92,420.93
1459891169.908126,420.92,420.93
1459891170.908446,420.92,420.93
1459891171.908719,420.94,421.08
1459891172.908958,420.95,421.08
1459891173.909483,420.96,421.07
1459891174.909839,420.96,421.07
1459891175.910118,420.98,421.07
1459891176.910248,420.98,421.07
1459891177.910739,421.0,421.07
1459891178.911017,421.0,421.07
1459891179.911142,421.02,421.07
1459891180.915128,421.02,421.07
1459891181.916655,421.02,421.07
1459891182.920131,421.04,421.07
1459891183.920296,421.04,421.07
1459891184.920551,421.06,421.07
1459891185.920683,421.06,421.07
1459891186.921234,421.06,421.07
1459891187.925024,421.06,421.07
1459891188.927155,421.06,421.07
1459891189.927754,421.06,421.07
1459891190.929509,421.06,421.07
1459891191.930067,421.06,421.07
1459891192.932213,421.06,421.07
1459891193.93557,421.06,421.07
1459891194.939926,421.06,421.07
1459891195.940558,421.06,421.07
1459891196.942724,421.06,421.07
1459891197.947852,421.06,421.07
1459891198.95074,421.06,421.07
1459891199.955364,421.06,421.07
1459891200.95913,421.06,421.07
1459891201.962979,421.06,421.07
1459891202.963445,421.06,421.07
1459891203.967703,421.06,421.07
1459891204.968157,421.06,421.07
1459891205.968543,421.06,421.07
1459891206.971453,421.06,421.07
1459891207.972541,421.06,421.07
1459891208.974367,421.06,421.07
1459891209.975366,421.06,421.17
1459891210.975592,421.07,421.16
1459891211.97597,421.07,421.16
1459891212.977564,421.07,421.16
1459891213.982224,421.08,421.16
1459891214.984603,421.08,421.16
1459891215.988027,421.08,421.17
1459891216.988254,421.08,421.16
1459891217.990034,421.08,421.17
1459891218.991744,421.08,421.17
1459891219.996002,421.08,421.16
1459891220.996239,421.08,421.17
1459891221.996514,421.08,421.16
1459891222.999188,421.08,421.17
1459891224.001155,421.09,421.17
1459891225.0051,421.09,421.17
1459891226.009257,421.09,421.18
1459891227.01132,421.09,421.18
1459891228.012881,421.09,421.18
1459891229.013619,421.09,421.17
1459891230.014063,421.09,421.17
1459891231.018227,421.09,421.17
1459891232.019985,421.09,421.17
1459891233.020372,421.09,421.17
1459891234.02133,421.11,421.16
1459891235.021687,421.11,421.16
1459891236.024086,421.11,421.16
1459891237.024316,421.13,421.16
1459891238.025638,421.13,421.16
1459891239.026239,421.15,421.16
1459891240.027225,421.15,421.16
1459891241.031179,421.15,421.16
1459891242.034481,421.15,421.16
1459891243.037431,421.15,421.16
1459891244.038744,421.17,421.18
1459891245.04117,421.17,421.18
1459891246.041622,421.17,421.18
1459891247.045137,421.17,421.18
1459891248.049584,421.17,421.18
1459891249.049836,421.17,421.18
1459891250.052073,421.17,421.18
1459891251.052548,421.17,421.18
1459891252.0528,421.17,421.18
1459891253.053894,421.17,421.18
1459891254.054174,421.17,421.18
1459891255.056924,421.17,421.18
1459891256.057974,421.17,421.18
1459891257.058895,421.17,421.18
1459891258.061492,421.17,421.18
1459891259.062483,421.17,421.18
1459891260.063204,421.17,421.18
1459891261.064056,421.17,421.18
1459891262.065268,421.17,421.18
1459891263.066853,421.17,421.18
1459891264.071042,421.17,421.18
1459891265.073324,421.17,421.18
1459891266.07781,421.17,421.18
1459891267.078209,421.17,421.18
1459891268.08232,421.17,421.18
1459891269.086296,421.17,421.18
1459891270.088379,421.17,421.18
1459891271.090988,421.17,421.18
1459891272.092244,421.17,421.18
1459891273.097245,421.17,421.18
1459891274.102047,421.17,421.18
1459891275.104946,421.17,421.18
1459891276.108317,421.17,421.18
1459891277.112357,421.17,421.18
1459891278.113282,421.17,421.18
1459891279.118393,421.17,421.18
1459891280.122224,421.17,421.18
1459891281.123204,421.17,421.18
1459891282.123986,421.17,421.18
1459891283.128802,421.17,421.18
1459891284.12906,421.17,421.18
1459891285.130105,421.17,421.18
1459891286.133846,421.17,421.18
1459891287.138416,421.17,421.18
1459891288.139398,421.17,421.18
1459891289.14273,421.17,421.18
1459891290.146322,421.17,421.18
1459891291.148109,421.17,421.18
1459891292.14837,421.17,421.18
1459891293.150464,421.17,421.18
1459891294.151383,421.17,421.18
1459891295.153583,421.17,421.18
1459891296.154494,421.17,421.18
1459891297.156964,421.17,421.18
1459891298.159389,421.17,421.18
1459891299.159798,421.17,421.18
1459891300.16001,421.17,421.18
1459891301.161336,421.17,421.18
1459891302.166266,421.17,421.18
1459891303.16763,421.17,421.18
1459891304.172662,421.17,421.18
1459891305.175886,421.17,421.18
1459891306.177797,421.17,421.18
1459891307.178069,421.17,421.18
1459891308.182929,421.17,421.18
1459891309.18612,421.17,421.18
1459891310.186885,421.17,421.18
1459891311.187317,421.17,421.18
1459891312.187572,421.17,421.18
1459891313.187992,421.17,421.18
1459891314.191739,421.17,421.18
1459891315.193796,421.17,421.18
1459891316.193948,421.17,421.18
1459891317.196088,421.17,421.18
1459891318.19826,421.17,421.18
1459891319.199136,421.17,421.18
1459891320.199549,421.17,421.18
1459891321.199995,421.17,421.18
1459891322.203118,421.15,421.18
1459891323.205694,421.15,421.18
1459891324.208219,421.15,421.17
1459891325.210724,421.15,421.17
1459891326.211849,421.15,421.17
1459891327.215068,421.15,421.17
1459891328.216124,421.15,421.17
1459891329.216773,421.15,421.17
1459891330.217039,421.15,421.17
1459891331.219214,421.15,421.17
1459891332.220834,421.15,421.17
1459891333.222568,421.15,421.17
1459891334.222854,421.15,421.17
1459891335.22673,421.15,421.17
1459891336.227729,421.15,421.17
1459891337.230885,421.15,421.17
1459891338.231075,421.15,421.17
1459891339.233953,421.15,421.17
1459891340.23518,421.15,421.17
1459891341.238878,421.15,421.17
1459891342.240368,421.15,421.17
1459891343.244944,421.15,421.17
1459891344.246563,421.15,421.17
1459891345.249208,421.15,421.17
1459891346.249479,421.15,421.17
1459891347.253432,421.15,421.17
1459891348.253575,421.15,421.17
1459891349.255884,421.15,421.17
1459891350.257317,421.15,421.17
1459891351.26142,421.15,421.17
1459891352.26309,421.14,421.16
1459891353.264027,421.14,421.16
1459891354.266463,421.14,421.15
1459891355.266624,421.14,421.15
1459891356.266809,421.14,421.15
1459891357.270778,421.14,421.15
1459891358.273035,421.14,421.15
1459891359.273294,421.14,421.15
1459891360.273624,421.14,421.15
1459891361.27754,421.14,421.15
1459891362.278358,421.14,421.15
1459891363.278535,421.14,421.15
1459891364.279445,421.14,421.15
1459891365.280439,421.14,421.15
1459891366.284054,421.14,421.15
1459891367.287553,421.14,421.15
1459891368.290093,421.14,421.15
1459891369.290753,421.14,421.15
1459891370.295912,421.14,421.15
1459891371.297715,421.14,421.15
1459891372.298233,421.14,421.15
1459891373.300038,421.14,421.15
1459891374.301588,421.14,421.15
1459891375.305739,421.14,421.15
1459891376.309922,421.14,421.15
1459891377.310963,421.14,421.15
1459891378.312769,421.14,421.15
1459891379.312944,421.14,421.15
1459891380.316828,421.14,421.15
1459891381.320425,421.14,421.15
1459891382.321423,421.14,421.15
1459891383.322398,421.14,421.15
1459891384.324036,421.14,421.15
1459891385.325731,421.14,421.15
1459891386.326463,421.14,421.15
1459891387.326771,421.14,421.15
1459891388.327169,421.14,421.15
1459891389.329776,421.14,421.15
1459891390.334697,421.14,421.15
1459891391.337621,421.14,421.15
1459891392.338858,421.14,421.15
1459891393.34048,421.14,421.15
1459891394.344941,421.14,421.15
1459891395.345824,421.14,421.15
1459891396.346163,421.14,421.15
1459891397.3475,421.14,421.15
1459891398.348013,421.14,421.15
1459891399.350583,421.14,421.15
1459891400.35553,421.14,421.15
1459891401.35616,421.14,421.15
1459891402.356327,421.14,421.15
1459891403.361084,421.14,421.15
1459891404.361534,421.14,421.15
1459891405.361707,421.14,421.15
1459891406.361967,421.14,421.15
1459891407.362439,421.14,421.15
1459891408.365822,421.14,421.15
1459891409.369827,421.14,421.15
1459891410.37327,421.14,421.15
1459891411.375544,421.14,421.18
1459891412.375782,421.15,421.18
1459891413.376971,421.15,421.18
1459891414.37861,421.15,421.18
1459891415.381726,421.15,421.18
1459891416.385862,421.15,421.18
1459891417.389665,421.15,421.18
1459891418.394417,421.15,421.16
1459891419.395442,421.15,421.16
1459891420.398254,421.15,421.16
1459891421.40282,421.15,421.16
1459891422.403446,421.15,421.16
1459891423.40812,421.15,421.16
1459891424.408409,421.15,421.16
1459891425.408563,421.15,421.16
1459891426.410289,421.15,421.16
1459891427.410846,421.15,421.16
1459891428.413536,421.15,421.16
1459891429.414059,421.15,421.16
1459891430.415134,421.15,421.16
1459891431.415255,421.15,421.16
1459891432.420363,421.15,421.16
1459891433.420738,421.15,421.16
1459891434.421401,421.15,421.16
1459891435.422587,421.15,421.16
1459891436.422674,421.15,421.16
1459891437.424398,421.15,421.16
1459891438.426246,421.15,421.16
1459891439.426586,421.15,421.16
1459891440.426875,421.15,421.16
1459891441.427173,421.02,421.16
1459891442.429439,421.03,421.12
1459891443.43004,421.03,421.04
1459891444.432049,421.03,421.04
1459891445.43387,421.03,421.04
1459891446.43556,421.03,421.04
1459891447.437509,421.03,421.04
1459891448.438518,421.03,421.04
1459891449.438704,421.03,421.04
1459891450.439088,421.03,421.04
1459891451.440168,421.03,421.04
1459891452.441615,421.03,421.04
1459891453.442008,421.03,421.04
1459891454.442173,421.03,421.04
1459891455.44305,421.03,421.04
1459891456.444187,421.03,421.04
1459891457.448322,421.03,421.04
1459891458.44935,421.03,421.04
1459891459.450108,421.03,421.04
1459891460.451616,421.03,421.04
1459891461.453424,421.03,421.04
1459891462.455444,421.03,421.04
1459891463.459807,421.03,421.04
1459891464.461217,421.03,421.04
1459891465.464195,421.03,421.04
1459891466.467098,421.03,421.04
1459891467.470996,421.03,421.04
1459891468.472498,421.03,421.04
1459891469.475173,421.03,421.04
1459891470.475433,421.03,421.04
1459891471.476905,421.03,421.04
1459891472.477127,421.03,421.04
1459891473.47848,421.03,421.04
1459891474.483269,421.03,421.04
1459891475.486848,421.03,421.04
1459891476.487987,421.03,421.04
1459891477.488808,421.03,421.04
1459891478.489214,421.03,421.04
1459891479.490465,421.03,421.04
1459891480.492244,421.03,421.04
1459891481.493125,421.03,421.04
1459891482.494261,421.03,421.04
1459891483.494533,421.03,421.04
1459891484.499032,421.03,421.04
1459891485.503534,421.03,421.04
1459891486.505746,421.03,421.04
1459891487.509646,421.03,421.04
1459891488.510314,421.03,421.04
1459891489.512818,421.03,421.04
1459891490.513001,421.03,421.04
1459891491.518212,421.03,421.04
1459891492.519681,421.03,421.04
1459891493.523584,421.03,421.04
1459891494.523923,421.03,421.04
1459891495.527212,421.03,421.04
1459891496.528026,421.03,421.04
1459891497.528312,421.03,421.04
1459891498.533244,421.03,421.04
1459891499.537482,421.03,421.04
1459891500.54271,421.03,421.04
1459891501.546333,421.03,421.04
1459891502.550635,421.03,421.04
1459891503.554497,421.03,421.04
1459891504.559707,421.03,421.04
1459891505.56371,421.03,421.04
1459891506.564322,421.03,421.04
1459891507.566138,421.03,421.04
1459891508.56998,421.03,421.04
1459891509.570441,421.03,421.13
1459891510.571952,421.11,421.13
1459891511.572932,421.11,421.14
1459891512.573016,421.11,421.14
1459891513.573152,421.11,421.12
1459891514.574906,421.11,421.12
1459891515.576854,421.11,421.12
1459891516.578937,421.11,421.12
1459891517.579303,421.11,421.12
1459891518.582717,421.11,421.12
1459891519.583061,421.11,421.12
1459891520.585638,421.11,421.12
1459891521.588857,421.11,421.12
1459891522.589869,421.11,421.12
1459891523.593197,421.11,421.12
1459891524.596851,421.11,421.12
1459891525.597645,421.11,421.12
1459891526.5986,421.11,421.14
1459891527.600117,421.11,421.14
1459891528.60408,421.11,421.14
1459891529.607154,421.11,421.14
1459891530.61185,421.11,421.14
1459891531.612899,421.11,421.14
1459891532.61532,421.04,421.13
1459891533.616884,421.05,421.09
1459891534.618819,421.05,421.08
1459891535.621087,421.05,421.08
1459891536.624582,421.06,421.08
1459891537.624818,421.06,421.08
1459891538.624943,421.06,421.07
1459891539.629049,421.06,421.07
1459891540.62937,421.04,421.05
1459891541.630269,421.04,421.05
1459891542.631141,421.04,421.05
1459891543.632019,421.04,421.05
1459891544.632404,421.04,421.05
1459891545.634682,421.04,421.05
1459891546.635703,421.04,421.05
1459891547.636655,421.04,421.05
1459891548.638287,421.04,421.05
1459891549.640439,421.04,421.05
1459891550.644403,421.04,421.05
1459891551.645351,421.04,421.05
1459891552.645731,421.04,421.05
1459891553.64867,421.04,421.05
1459891554.650786,421.04,421.05
1459891555.653761,421.04,421.05
1459891556.658256,421.04,421.05
1459891557.658534,421.04,421.05
1459891558.660206,421.04,421.05
1459891559.663163,421.04,421.05
1459891560.664793,421.04,421.05
1459891561.66512,420.75,421.05
1459891562.665295,421.04,421.05
1459891563.666743,421.04,421.05
1459891564.669045,421.04,421.05
1459891565.670944,421.04,421.05
1459891566.673903,421.04,421.05
1459891567.675078,421.04,421.05
1459891568.677009,421.04,421.05
1459891569.679677,421.04,421.05
1459891570.683092,421.04,421.05
1459891571.687993,421.04,421.05
1459891572.688353,421.04,421.05
1459891573.68961,421.04,421.05
1459891574.691557,421.04,421.05
1459891575.692316,421.04,421.05
1459891576.696973,421.04,421.05
1459891577.697362,421.04,421.05
1459891578.69757,421.04,421.05
1459891579.697818,421.04,421.05
1459891580.698749,421.04,421.05
1459891581.699803,421.04,421.05
1459891582.70016,421.04,421.05
1459891583.700293,421.04,421.05
1459891584.700513,421.04,421.05
1459891585.700719,421.04,421.05
1459891586.700937,421.04,421.05
1459891587.703138,421.04,421.05
1459891588.703429,421.04,421.05
1459891589.707336,421.04,421.05
1459891590.708663,421.04,421.05
1459891591.709417,421.02,421.06
1459891592.709638,421.02,421.05
1459891593.710141,421.02,421.05
1459891594.710503,421.02,421.05
1459891595.714001,421.02,421.06
1459891596.714163,421.02,421.03
1459891597.714384,421.02,421.03
1459891598.714714,421.02,421.03
1459891599.715656,421.02,421.03
1459891600.715795,421.02,421.03
1459891601.717613,421.02,421.03
1459891602.718523,421.02,421.03
1459891603.720523,421.02,421.03
1459891604.721362,421.02,421.03
1459891605.721696,421.02,421.03
1459891606.721808,421.02,421.03
1459891607.72359,421.02,421.03
1459891608.723825,421.02,421.03
1459891609.724068,421.02,421.03
1459891610.724805,421.02,421.03
1459891611.727946,421.02,421.03
1459891612.728288,421.02,421.03
1459891613.732629,421.02,421.03
1459891614.733797,421.02,421.03
1459891615.735975,421.02,421.03
1459891616.739203,421.02,421.03
1459891617.740502,421.02,421.03
1459891618.742662,421.02,421.03
1459891619.746603,421.02,421.03
1459891620.748213,421.02,421.03
1459891621.752896,421.02,421.06
1459891622.753436,421.02,421.04
1459891623.758143,421.02,421.04
1459891624.758537,421.02,421.04
1459891625.762327,421.02,421.04
1459891626.763276,421.02,421.04
1459891627.764479,421.02,421.04
1459891628.767689,421.02,421.04
1459891629.768213,421.02,421.04
1459891630.768438,421.02,421.04
1459891631.768707,421.02,421.04
1459891632.7729,421.02,421.04
1459891633.772998,421.02,421.04
1459891634.773207,421.02,421.04
1459891635.773552,421.02,421.04
1459891636.776191,421.02,421.04
1459891637.777216,421.02,421.04
1459891638.779724,421.02,421.04
1459891639.7843,421.02,421.04
1459891640.786023,421.02,421.04
1459891641.790243,421.02,421.04
1459891642.790777,421.02,421.04
1459891643.791076,421.02,421.04
1459891644.791429,421.02,421.04
1459891645.793372,421.02,421.04
1459891646.79851,421.02,421.04
1459891647.799871,421.02,421.04
1459891648.80019,421.02,421.03
1459891649.801832,421.02,421.03
1459891650.802836,421.02,421.03
1459891651.807672,421.02,421.03
1459891652.809813,421.02,421.03
1459891653.810395,421.01,421.03
1459891654.810595,421.01,421.03
1459891655.811196,421.01,421.03
1459891656.816196,421.01,421.03
1459891657.816436,421.01,421.03
1459891658.818033,421.01,421.03
1459891659.818424,421.01,421.03
1459891660.822574,421.01,421.03
1459891661.822847,421.01,421.03
1459891662.826853,421.01,421.03
1459891663.830816,421.01,421.03
1459891664.831067,421.01,421.03
1459891665.831483,421.01,421.03
1459891666.832067,421.01,421.03
1459891667.834785,421.01,421.03
1459891668.8352,421.01,421.03
1459891669.839497,421.01,421.03
1459891670.839822,421.01,421.03
1459891671.840585,421.01,421.03
1459891672.840683,421.01,421.03
1459891673.841199,421.01,421.03
1459891674.841714,421.01,421.03
1459891675.844603,421.01,421.03
1459891676.847387,421.01,421.03
1459891677.851649,421.01,421.03
1459891678.852199,421.01,421.03
1459891679.857188,421.01,421.03
1459891680.861123,421.01,421.03
1459891681.861545,421.01,421.06
1459891682.862515,421.02,421.06
1459891683.866102,421.02,421.06
1459891684.86664,421.02,421.06
1459891685.868318,421.02,421.06
1459891686.869404,421.02,421.06
1459891687.869516,421.02,421.06
1459891688.872011,421.02,421.06
1459891689.872234,421.02,421.06
1459891690.872572,421.02,421.06
1459891691.875763,421.02,421.06
1459891692.878956,421.02,421.06
1459891693.883434,421.02,421.06
1459891694.886025,421.02,421.06
1459891695.888893,421.02,421.06
1459891696.889904,421.02,421.06
1459891697.890775,421.02,421.06
1459891698.891001,421.02,421.06
1459891699.891881,421.02,421.06
1459891700.897042,421.02,421.06
1459891701.89833,421.02,421.06
1459891702.900586,421.02,421.06
1459891703.905764,421.02,421.06
1459891704.909919,421.02,421.06
1459891705.91082,421.02,421.06
1459891706.911007,421.02,421.06
1459891707.912176,421.02,421.06
1459891708.912783,421.02,421.06
1459891709.91773,421.02,421.06
1459891710.917919,421.02,421.06
1459891711.922211,421.02,421.06
1459891712.926516,421.02,421.06
1459891713.929201,421.02,421.06
1459891714.929897,421.02,421.06
1459891715.930536,421.02,421.06
1459891716.93079,421.02,421.06
1459891717.93375,421.02,421.06
1459891718.933865,421.02,421.06
1459891719.934518,421.02,421.06
1459891720.935745,421.02,421.06
1459891721.93698,421.02,421.06
1459891722.937282,421.02,421.06
1459891723.937416,421.02,421.06
1459891724.940297,421.02,421.06
1459891725.941189,421.02,421.06
1459891726.94214,421.02,421.06
1459891727.943191,421.02,421.06
1459891728.943715,421.02,421.06
1459891729.947802,421.02,421.06
1459891730.948232,421.02,421.06
1459891731.94961,421.02,421.06
1459891732.951532,421.02,421.06
1459891733.95184,421.02,421.06
1459891734.956744,421.02,421.06
1459891735.957833,421.02,421.06
1459891736.957917,421.02,421.06
1459891737.958666,421.02,421.06
1459891738.960534,421.02,421.06
1459891739.965731,421.02,421.06
1459891740.966678,421.02,421.06
1459891741.966897,420.99,421.01
1459891742.971756,420.99,421.01
1459891743.972623,420.99,421.01
1459891744.973115,420.99,421.01
1459891745.973495,420.99,421.01
1459891746.973712,420.99,421.01
1459891747.973828,420.99,421.01
1459891748.974707,420.99,421.01
1459891749.974972,420.99,421.01
1459891750.975194,420.99,421.01
1459891751.975532,420.99,421.01
1459891752.977612,420.99,421.01
1459891753.980406,420.99,421.01
1459891754.980669,420.99,421.01
1459891755.980904,420.99,421.01
1459891756.981896,420.99,421.01
1459891757.983494,420.99,421.01
1459891758.983675,420.99,421.01
1459891759.985558,420.99,421.01
1459891760.985931,420.99,421.01
1459891761.987815,420.99,421.01
1459891762.989699,420.99,421.01
1459891763.994978,420.99,421.01
1459891764.995194,420.99,421.01
1459891765.999585,420.99,421.01
1459891767.002696,420.99,421.01
1459891768.005144,420.99,421.01
1459891769.005428,420.99,421.01
1459891770.005782,420.99,421.01
1459891771.006561,420.99,421.01
1459891772.006957,420.99,421.01
1459891773.011184,420.99,421.01
1459891774.015563,420.99,421.01
1459891775.017551,421.0,421.01
1459891776.017919,421.0,421.01
1459891777.018261,421.0,421.01
1459891778.018602,421.0,421.01
1459891779.019061,421.0,421.01
1459891780.020308,421.0,421.01
1459891781.020804,421.0,421.01
1459891782.0214,421.0,421.01
1459891783.02343,421.0,421.01
1459891784.023733,421.0,421.01
1459891785.025271,421.0,421.01
1459891786.027261,421.0,421.01
1459891787.027663,421.0,421.01
