,bid,ask
1459869682.733705,422.22,422.23
1459869682.834325,422.22,422.23
1459869682.935018,422.22,422.23
1459869683.035259,422.22,422.23
1459869683.135959,422.22,422.23
1459869683.236216,422.22,422.23
1459869683.336415,422.22,422.23
1459869683.437575,422.22,422.23
1459869683.53798,422.22,422.23
1459869683.638251,422.22,422.23
1459869683.738493,422.22,422.23
1459869683.838931,422.22,422.23
1459869683.939499,422.22,422.23
1459869684.039635,422.22,422.23
1459869684.14014,422.22,422.23
1459869684.240311,422.22,422.23
1459869684.340561,422.22,422.23
1459869684.440662,422.22,422.23
1459869684.540768,422.22,422.23
1459869684.640905,422.22,422.23
1459869684.741098,422.22,422.23
1459869684.84126,422.22,422.23
1459869684.941594,422.22,422.23
1459869685.042634,422.22,422.23
1459869685.146293,422.22,422.23
1459869685.247533,422.22,422.23
1459869685.348188,422.22,422.23
1459869685.448923,422.22,422.23
1459869685.54962,422.22,422.23
1459869685.650045,422.22,422.23
1459869685.75016,422.22,422.23
1459869685.850323,422.22,422.23
1459869685.950861,422.22,422.23
1459869686.050951,422.22,422.23
1459869686.151391,422.22,422.23
1459869686.251816,422.22,422.23
1459869686.351999,422.22,422.23
1459869686.452106,422.22,422.23
1459869686.554043,422.22,422.23
1459869686.654453,422.22,422.23
1459869686.754633,422.22,422.23
1459869686.854796,422.22,422.23
1459869686.955769,422.22,422.23
1459869687.056001,422.22,422.23
1459869687.156693,422.22,422.23
1459869687.256911,422.22,422.23
1459869687.357333,422.22,422.23
1459869687.457474,422.22,422.23
1459869687.558572,422.22,422.23
1459869687.660593,422.22,422.23
1459869687.762238,422.22,422.23
1459869687.864762,422.22,422.23
1459869687.965099,422.22,422.23
1459869688.065382,422.22,422.23
1459869688.165679,422.22,422.23
1459869688.265929,422.22,422.23
1459869688.366064,422.22,422.23
1459869688.46618,422.22,422.23
1459869688.566652,422.22,422.23
1459869688.666837,422.22,422.23
1459869688.766936,422.22,422.23
1459869688.867904,422.22,422.23
1459869688.968002,422.22,422.23
1459869689.068265,422.22,422.23
1459869689.168663,422.22,422.23
1459869689.270675,422.22,422.23
1459869689.370825,422.22,422.23
1459869689.471055,422.22,422.23
1459869689.57129,422.22,422.23
1459869689.674237,422.22,422.23
1459869689.774647,422.22,422.23
1459869689.879827,422.22,422.23
1459869689.980094,422.22,422.23
1459869690.080712,422.22,422.23
1459869690.181113,422.22,422.23
1459869690.28127,422.22,422.23
1459869690.382691,422.22,422.23
1459869690.484011,422.22,422.23
1459869690.5844,422.22,422.23
1459869690.684587,422.22,422.23
1459869690.784725,422.22,422.23
1459869690.884908,422.22,422.23
1459869690.985368,422.22,422.23
1459869691.086292,422.22,422.23
1459869691.186758,422.22,422.23
1459869691.287213,422.22,422.23
1459869691.387391,422.22,422.23
1459869691.487592,422.22,422.23
1459869691.587723,422.22,422.23
1459869691.687909,422.22,422.23
1459869691.788453,422.22,422.31
1459869691.888601,422.22,422.28
1459869691.988731,422.16,422.28
1459869692.090451,422.14,422.28
1459869692.190849,422.07,422.25
1459869692.291976,422.07,422.33
1459869692.392108,422.07,422.33
1459869692.492331,422.07,422.31
1459869692.592409,422.07,422.31
1459869692.692656,422.07,422.31
1459869692.792794,422.07,422.31
1459869692.892984,422.07,422.31
1459869692.993724,422.07,422.31
1459869693.095874,422.07,422.31
1459869693.197691,422.07,422.31
1459869693.298195,422.07,422.31
1459869693.398324,422.07,422.31
1459869693.499322,422.07,422.31
1459869693.600448,422.07,422.31
1459869693.701546,422.07,422.31
1459869693.801625,422.08,422.31
1459869693.902348,422.08,422.31
1459869694.002856,422.08,422.31
1459869694.103193,422.08,422.31
1459869694.205248,422.08,422.3
1459869694.305405,422.08,422.25
1459869694.405582,422.07,422.25
1459869694.505988,422.07,422.28
1459869694.606278,422.07,422.3
1459869694.706453,422.07,422.3
1459869694.806629,422.07,422.26
1459869694.907002,422.14,422.28
1459869695.007152,422.14,422.28
1459869695.107357,422.14,422.28
1459869695.207678,422.14,422.28
1459869695.308,422.14,422.28
1459869695.408809,422.14,422.28
1459869695.509047,422.14,422.28
1459869695.609196,422.14,422.28
1459869695.709606,422.14,422.28
1459869695.810123,422.14,422.28
1459869695.910595,422.14,422.28
1459869696.010735,422.14,422.28
1459869696.11113,422.14,422.28
1459869696.211638,422.14,422.28
1459869696.312609,422.14,422.28
1459869696.416299,422.14,422.28
1459869696.516943,422.16,422.29
1459869696.617254,422.16,422.29
1459869696.718324,422.16,422.32
1459869696.818915,422.16,422.32
1459869696.91903,422.16,422.32
1459869697.019297,422.16,422.32
1459869697.120355,422.07,422.32
1459869697.220472,422.07,422.32
1459869697.320739,422.07,422.32
1459869697.425845,422.07,422.32
1459869697.526267,422.07,422.32
1459869697.626405,422.08,422.32
1459869697.727437,422.08,422.31
1459869697.827594,422.08,422.31
1459869697.930888,422.08,422.32
1459869698.031294,422.08,422.31
1459869698.133862,422.08,422.31
1459869698.235753,422.08,422.31
1459869698.337243,422.08,422.31
1459869698.437442,422.08,422.31
1459869698.537823,422.08,422.31
1459869698.638121,422.08,422.31
1459869698.738471,422.08,422.31
1459869698.839176,422.08,422.31
1459869698.939266,422.08,422.31
1459869699.039432,422.08,422.31
1459869699.139686,422.08,422.3
1459869699.242942,422.07,422.3
1459869699.343552,422.07,422.3
1459869699.443905,422.07,422.3
1459869699.544638,422.07,422.3
1459869699.6448,422.07,422.3
1459869699.745261,422.07,422.29
1459869699.845396,422.07,422.3
1459869699.946184,422.07,422.27
1459869700.046719,422.07,422.27
1459869700.147172,422.07,422.27
1459869700.247364,422.07,422.27
1459869700.347526,422.07,422.27
1459869700.44789,422.07,422.27
1459869700.548236,422.07,422.27
1459869700.648433,422.07,422.27
1459869700.74926,422.07,422.27
1459869700.849539,422.07,422.27
1459869700.951069,422.07,422.27
1459869701.051299,422.07,422.27
1459869701.151541,422.07,422.27
1459869701.252206,422.16,422.27
1459869701.352887,422.16,422.27
1459869701.456966,422.16,422.27
1459869701.557332,422.16,422.27
1459869701.657918,422.16,422.27
1459869701.758078,422.16,422.27
1459869701.85821,422.16,422.27
1459869701.958288,422.16,422.27
1459869702.058392,422.16,422.27
1459869702.158569,422.16,422.27
1459869702.258874,422.16,422.27
1459869702.359042,422.16,422.27
1459869702.460053,422.16,422.27
1459869702.560147,422.16,422.27
1459869702.66072,422.16,422.27
1459869702.761142,422.07,422.27
1459869702.861284,422.07,422.27
1459869702.961542,422.08,422.27
1459869703.061644,422.07,422.27
1459869703.161845,422.07,422.27
1459869703.262992,422.08,422.27
1459869703.363095,422.08,422.26
1459869703.463382,422.08,422.26
1459869703.565902,422.08,422.26
1459869703.666166,422.08,422.26
1459869703.769472,422.08,422.26
1459869703.870069,422.08,422.26
1459869703.97039,422.08,422.26
1459869704.071158,422.08,422.25
1459869704.171396,422.08,422.25
1459869704.271602,422.08,422.25
1459869704.372104,422.08,422.25
1459869704.472272,422.08,422.25
1459869704.572462,422.08,422.25
1459869704.672765,422.08,422.25
1459869704.774344,422.08,422.25
1459869704.874423,422.07,422.25
1459869704.97468,422.07,422.25
1459869705.074824,422.07,422.25
1459869705.174939,422.08,422.25
1459869705.275444,422.08,422.25
1459869705.375652,422.08,422.25
1459869705.478879,422.08,422.25
1459869705.579202,422.08,422.24
1459869705.680121,422.08,422.24
1459869705.780639,422.08,422.24
1459869705.881646,422.08,422.24
1459869705.981734,422.08,422.24
1459869706.081938,422.08,422.24
1459869706.186093,422.08,422.24
1459869706.286479,422.08,422.24
1459869706.390691,422.08,422.24
1459869706.490905,422.07,422.23
1459869706.591125,422.07,422.23
1459869706.691209,422.07,422.23
1459869706.791369,422.07,422.23
1459869706.891622,422.07,422.23
1459869706.991993,422.08,422.23
1459869707.09206,422.16,422.23
1459869707.192176,422.08,422.27
1459869707.292449,422.08,422.27
1459869707.392885,422.08,422.27
1459869707.493296,422.08,422.27
1459869707.594075,422.08,422.27
1459869707.694823,422.08,422.26
1459869707.79497,422.08,422.26
1459869707.895538,422.08,422.26
1459869707.996681,422.08,422.26
1459869708.09685,422.08,422.26
1459869708.197089,422.08,422.26
1459869708.297704,422.07,422.25
1459869708.397972,422.07,422.25
1459869708.498191,422.07,422.25
1459869708.598887,422.07,422.25
1459869708.701603,422.07,422.25
1459869708.801924,422.08,422.25
1459869708.903073,422.08,422.25
1459869709.006245,422.08,422.25
1459869709.106505,422.08,422.25
1459869709.206686,422.08,422.25
1459869709.30703,422.08,422.25
1459869709.407387,422.08,422.25
1459869709.507479,422.08,422.25
1459869709.60786,422.08,422.25
1459869709.70857,422.08,422.25
1459869709.809065,422.08,422.25
1459869709.90942,422.08,422.24
1459869710.010359,422.08,422.24
1459869710.110563,422.08,422.24
1459869710.210979,422.07,422.24
1459869710.31114,422.07,422.24
1459869710.414498,422.07,422.24
1459869710.514818,422.07,422.24
1459869710.615594,422.07,422.24
1459869710.715681,422.08,422.24
1459869710.816334,422.08,422.24
1459869710.918824,422.08,422.24
1459869711.019001,422.08,422.24
1459869711.11936,422.08,422.24
1459869711.221703,422.08,422.24
1459869711.322979,422.08,422.24
1459869711.423973,422.08,422.24
1459869711.524454,422.08,422.24
1459869711.624739,422.08,422.24
1459869711.725561,422.08,422.24
1459869711.825856,422.08,422.24
1459869711.926072,422.08,422.23
1459869712.026259,422.07,422.23
1459869712.126551,422.07,422.23
1459869712.226795,422.07,422.23
1459869712.327015,422.07,422.23
1459869712.427567,422.08,422.23
1459869712.527749,422.09,422.23
1459869712.62806,422.09,422.23
1459869712.728359,422.09,422.23
1459869712.828931,422.09,422.23
1459869712.929064,422.09,422.23
1459869713.033009,422.1,422.23
1459869713.138198,422.1,422.23
1459869713.23838,422.1,422.23
1459869713.338663,422.1,422.23
1459869713.438918,422.1,422.23
1459869713.540219,422.1,422.23
1459869713.640365,422.1,422.23
1459869713.740506,422.1,422.23
1459869713.840601,422.1,422.23
1459869713.94076,422.1,422.23
1459869714.040882,422.1,422.26
1459869714.14103,422.1,422.26
1459869714.241656,422.1,422.25
1459869714.341841,422.1,422.25
1459869714.442173,422.1,422.25
1459869714.54243,422.1,422.25
1459869714.642565,422.1,422.25
1459869714.742905,422.1,422.25
1459869714.843177,422.1,422.25
1459869714.943501,422.1,422.25
1459869715.043659,422.1,422.25
1459869715.143839,422.1,422.25
1459869715.244196,422.1,422.25
1459869715.344421,422.1,422.25
1459869715.445123,422.1,422.25
1459869715.545601,422.1,422.25
1459869715.645716,422.1,422.31
1459869715.74597,422.1,422.31
1459869715.846199,422.1,422.31
1459869715.946353,422.1,422.31
1459869716.04681,422.1,422.31
1459869716.147014,422.1,422.31
1459869716.247147,422.1,422.31
1459869716.347299,422.1,422.31
1459869716.447436,422.1,422.3
1459869716.547799,422.1,422.3
1459869716.64789,422.1,422.3
1459869716.748768,422.1,422.3
1459869716.850048,422.1,422.3
1459869716.950555,422.1,422.3
1459869717.05272,422.1,422.32
1459869717.154213,422.1,422.32
1459869717.254813,422.1,422.32
1459869717.356347,422.1,422.32
1459869717.458801,422.1,422.32
1459869717.5595,422.1,422.32
1459869717.661852,422.1,422.32
1459869717.765956,422.1,422.31
1459869717.866106,422.1,422.31
1459869717.966501,422.1,422.31
1459869718.066697,422.1,422.31
1459869718.167391,422.1,422.32
1459869718.27235,422.1,422.32
1459869718.375612,422.1,422.32
1459869718.475722,422.1,422.32
1459869718.575803,422.1,422.31
1459869718.676429,422.1,422.31
1459869718.777122,422.1,422.32
1459869718.877333,422.1,422.32
1459869718.978048,422.1,422.32
1459869719.078708,422.1,422.32
1459869719.180009,422.1,422.32
1459869719.280746,422.1,422.3
1459869719.380833,422.1,422.3
1459869719.481428,422.1,422.3
1459869719.581604,422.1,422.3
1459869719.681689,422.1,422.3
1459869719.781838,422.12,422.29
1459869719.883169,422.12,422.29
1459869719.983943,422.12,422.29
1459869720.084698,422.12,422.29
1459869720.184888,422.12,422.29
1459869720.285,422.12,422.28
1459869720.385491,422.12,422.28
1459869720.485751,422.12,422.28
1459869720.587206,422.12,422.28
1459869720.688516,422.12,422.28
1459869720.788665,422.12,422.27
1459869720.888893,422.12,422.27
1459869720.989065,422.12,422.27
1459869721.089577,422.12,422.27
1459869721.191167,422.12,422.27
1459869721.292988,422.12,422.27
1459869721.393299,422.12,422.27
1459869721.493429,422.12,422.25
1459869721.593591,422.12,422.25
1459869721.694523,422.12,422.25
1459869721.794931,422.12,422.25
1459869721.895092,422.12,422.25
1459869721.99614,422.12,422.25
1459869722.096347,422.12,422.25
1459869722.196652,422.12,422.25
1459869722.297092,422.12,422.25
1459869722.39788,422.12,422.25
1459869722.498226,422.12,422.25
1459869722.598673,422.12,422.25
1459869722.700065,422.12,422.25
1459869722.800536,422.12,422.25
1459869722.900653,422.12,422.25
1459869723.00082,422.12,422.24
1459869723.100946,422.13,422.25
1459869723.201582,422.13,422.25
1459869723.301712,422.13,422.25
1459869723.402325,422.13,422.25
1459869723.504752,422.13,422.25
1459869723.605347,422.13,422.25
1459869723.705515,422.13,422.31
1459869723.805789,422.13,422.31
1459869723.905961,422.13,422.31
1459869724.006103,422.13,422.31
1459869724.107326,422.13,422.31
1459869724.208218,422.13,422.31
1459869724.30875,422.13,422.3
1459869724.410495,422.13,422.3
1459869724.51102,422.13,422.3
1459869724.611416,422.13,422.3
1459869724.711823,422.13,422.3
1459869724.812023,422.13,422.29
1459869724.912171,422.13,422.29
1459869725.013409,422.13,422.29
1459869725.113734,422.13,422.29
1459869725.214353,422.13,422.28
1459869725.315089,422.13,422.28
1459869725.415685,422.13,422.27
1459869725.515999,422.13,422.27
1459869725.616248,422.13,422.26
1459869725.717416,422.13,422.26
1459869725.818105,422.13,422.27
1459869725.91825,422.13,422.27
1459869726.018358,422.13,422.27
1459869726.119038,422.13,422.26
1459869726.219284,422.13,422.27
1459869726.319447,422.13,422.28
1459869726.419981,422.13,422.31
1459869726.520214,422.13,422.27
1459869726.620314,422.13,422.26
1459869726.722056,422.13,422.3
1459869726.822625,422.13,422.3
1459869726.923693,422.13,422.29
1459869727.023741,422.13,422.28
1459869727.124063,422.13,422.31
1459869727.22654,422.13,422.27
1459869727.330286,422.13,422.27
1459869727.431062,422.13,422.27
1459869727.531652,422.13,422.27
1459869727.632349,422.13,422.27
1459869727.733365,422.13,422.27
1459869727.836152,422.13,422.27
1459869727.93682,422.13,422.27
1459869728.037159,422.13,422.25
1459869728.137577,422.13,422.25
1459869728.238091,422.13,422.25
1459869728.338276,422.13,422.25
1459869728.43859,422.13,422.25
1459869728.538929,422.13,422.25
1459869728.639071,422.13,422.25
1459869728.739273,422.13,422.24
1459869728.840859,422.13,422.24
1459869728.944882,422.13,422.24
1459869729.045161,422.13,422.24
1459869729.145859,422.13,422.24
1459869729.246189,422.13,422.24
1459869729.346994,422.13,422.24
1459869729.448327,422.13,422.23
1459869729.548637,422.13,422.23
1459869729.648919,422.13,422.23
1459869729.749247,422.13,422.23
1459869729.849892,422.13,422.23
1459869729.950658,422.13,422.3
1459869730.051103,422.13,422.3
1459869730.151738,422.13,422.24
1459869730.252246,422.13,422.24
1459869730.352305,422.13,422.24
1459869730.452495,422.13,422.24
1459869730.553438,422.13,422.24
1459869730.65384,422.13,422.24
1459869730.75467,422.13,422.24
1459869730.855131,422.13,422.24
1459869730.955909,422.13,422.24
1459869731.055997,422.13,422.29
1459869731.161209,422.13,422.29
1459869731.261389,422.13,422.29
1459869731.3618,422.13,422.29
1459869731.462465,422.13,422.29
1459869731.562766,422.13,422.29
1459869731.662963,422.13,422.28
1459869731.764177,422.13,422.28
1459869731.865378,422.13,422.28
1459869731.965754,422.13,422.28
1459869732.068005,422.13,422.28
1459869732.168252,422.13,422.28
1459869732.268652,422.13,422.28
1459869732.369194,422.13,422.28
1459869732.469423,422.13,422.28
1459869732.570766,422.13,422.26
1459869732.671431,422.13,422.26
1459869732.771785,422.13,422.26
1459869732.872514,422.13,422.26
1459869732.973,422.13,422.26
1459869733.076916,422.13,422.26
1459869733.177498,422.13,422.26
1459869733.27917,422.13,422.26
1459869733.380885,422.13,422.26
1459869733.481779,422.13,422.26
1459869733.581895,422.13,422.26
1459869733.68214,422.13,422.26
1459869733.782497,422.13,422.26
1459869733.882596,422.13,422.26
1459869733.982826,422.13,422.26
1459869734.08319,422.13,422.26
1459869734.183628,422.13,422.25
1459869734.283902,422.13,422.25
1459869734.384136,422.13,422.25
1459869734.484327,422.13,422.25
1459869734.584746,422.13,422.23
1459869734.68498,422.13,422.23
1459869734.785421,422.13,422.23
1459869734.885868,422.13,422.23
1459869734.98609,422.13,422.23
1459869735.086366,422.13,422.23
1459869735.186444,422.13,422.23
1459869735.286613,422.13,422.23
1459869735.387233,422.13,422.23
1459869735.487403,422.13,422.23
1459869735.587787,422.13,422.23
1459869735.68803,422.13,422.23
1459869735.788186,422.13,422.23
1459869735.889184,422.13,422.23
1459869735.989231,422.13,422.23
1459869736.089553,422.13,422.23
1459869736.189853,422.13,422.23
1459869736.290908,422.13,422.23
1459869736.391202,422.13,422.23
1459869736.493231,422.13,422.23
1459869736.593393,422.13,422.21
1459869736.693602,422.13,422.21
1459869736.793823,422.13,422.21
1459869736.89562,422.13,422.21
1459869736.995695,422.13,422.21
1459869737.096334,422.13,422.21
1459869737.196455,422.13,422.21
1459869737.296813,422.13,422.21
1459869737.397456,422.13,422.21
1459869737.498697,422.13,422.21
1459869737.598891,422.13,422.21
1459869737.699072,422.13,422.21
1459869737.79925,422.13,422.21
1459869737.899685,422.13,422.21
1459869738.000183,422.13,422.21
1459869738.100367,422.13,422.21
1459869738.20239,422.13,422.21
1459869738.302517,422.13,422.21
1459869738.402689,422.13,422.21
1459869738.503025,422.13,422.21
1459869738.603815,422.13,422.19
1459869738.704479,422.13,422.19
1459869738.806055,422.14,422.19
1459869738.906551,422.14,422.19
1459869739.006977,422.14,422.19
1459869739.107055,422.14,422.19
1459869739.207724,422.14,422.19
1459869739.308019,422.14,422.19
1459869739.408364,422.14,422.19
1459869739.508557,422.14,422.19
1459869739.612883,422.14,422.19
1459869739.71531,422.14,422.19
1459869739.815482,422.14,422.19
1459869739.91656,422.14,422.19
1459869740.016916,422.14,422.19
1459869740.117485,422.13,422.19
1459869740.217944,422.13,422.19
1459869740.318165,422.13,422.19
1459869740.422073,422.13,422.19
1459869740.525185,422.13,422.19
1459869740.625354,422.14,422.19
1459869740.727987,422.14,422.17
1459869740.830426,422.14,422.17
1459869740.932159,422.14,422.17
1459869741.033853,422.14,422.17
1459869741.134023,422.14,422.17
1459869741.234508,422.14,422.17
1459869741.335497,422.14,422.17
1459869741.43566,422.14,422.17
1459869741.535984,422.14,422.17
1459869741.636134,422.14,422.17
1459869741.736305,422.14,422.17
1459869741.836757,422.14,422.17
1459869741.937621,422.14,422.17
1459869742.038288,422.14,422.17
1459869742.138445,422.14,422.17
1459869742.238912,422.14,422.17
1459869742.339001,422.14,422.17
1459869742.440158,422.14,422.17
1459869742.541124,422.14,422.17
1459869742.641403,422.14,422.17
1459869742.742389,422.14,422.15
1459869742.842709,422.14,422.15
1459869742.942981,422.14,422.15
1459869743.043171,422.14,422.15
1459869743.143903,422.14,422.15
1459869743.248313,422.14,422.15
1459869743.348845,422.14,422.15
1459869743.449257,422.14,422.15
1459869743.550759,422.14,422.15
1459869743.65095,422.14,422.15
1459869743.751458,422.14,422.15
1459869743.851692,422.14,422.15
1459869743.951995,422.14,422.15
1459869744.052381,422.14,422.15
1459869744.152833,422.14,422.15
1459869744.253016,422.14,422.15
1459869744.353206,422.14,422.15
1459869744.453769,422.14,422.15
1459869744.553904,422.14,422.15
1459869744.654138,422.14,422.15
1459869744.754252,422.14,422.15
1459869744.85488,422.14,422.15
1459869744.955024,422.14,422.15
1459869745.055105,422.14,422.15
1459869745.155886,422.14,422.15
1459869745.25601,422.14,422.15
1459869745.359236,422.14,422.15
1459869745.459505,422.14,422.15
1459869745.559682,422.14,422.15
1459869745.661637,422.14,422.15
1459869745.764878,422.14,422.15
1459869745.865734,422.14,422.15
1459869745.966172,422.14,422.15
1459869746.067302,422.14,422.15
1459869746.168308,422.14,422.15
1459869746.268468,422.14,422.15
1459869746.368948,422.14,422.15
1459869746.469064,422.14,422.15
1459869746.569285,422.14,422.15
1459869746.669474,422.14,422.15
1459869746.77024,422.14,422.15
1459869746.870643,422.14,422.15
1459869746.971287,422.14,422.15
1459869747.071677,422.14,422.15
1459869747.171841,422.14,422.15
1459869747.271974,422.14,422.15
1459869747.372176,422.14,422.15
1459869747.472414,422.14,422.15
1459869747.572677,422.14,422.15
1459869747.673111,422.14,422.15
1459869747.774018,422.14,422.15
1459869747.874722,422.14,422.15
1459869747.976018,422.14,422.15
1459869748.076343,422.14,422.15
1459869748.176503,422.14,422.15
1459869748.276666,422.14,422.15
1459869748.377625,422.14,422.15
1459869748.478143,422.14,422.15
1459869748.578327,422.14,422.15
1459869748.678552,422.14,422.15
1459869748.779453,422.14,422.15
1459869748.880171,422.14,422.15
1459869748.980452,422.14,422.15
1459869749.080674,422.14,422.15
1459869749.18401,422.14,422.15
1459869749.285092,422.14,422.15
1459869749.385695,422.14,422.15
1459869749.485951,422.14,422.15
1459869749.586063,422.14,422.15
1459869749.686348,422.14,422.15
1459869749.786587,422.14,422.15
1459869749.88783,422.14,422.15
1459869749.988026,422.14,422.15
1459869750.08838,422.14,422.15
1459869750.189254,422.14,422.15
1459869750.28945,422.14,422.15
1459869750.389669,422.14,422.15
1459869750.492405,422.14,422.15
1459869750.592553,422.14,422.15
1459869750.693949,422.14,422.15
1459869750.796338,422.14,422.15
1459869750.896652,422.14,422.15
1459869750.996723,422.14,422.15
1459869751.0968,422.14,422.15
1459869751.197189,422.14,422.15
1459869751.297559,422.14,422.15
1459869751.397744,422.07,422.15
1459869751.500777,422.07,422.15
1459869751.602454,422.07,422.15
1459869751.702581,422.07,422.15
1459869751.803525,422.07,422.15
1459869751.903616,422.07,422.15
1459869752.007811,422.07,422.15
1459869752.10815,422.07,422.15
1459869752.208303,422.07,422.05
1459869752.308716,422.07,422.05
1459869752.409426,422.07,422.04
1459869752.509619,422.07,421.99
1459869752.60976,422.07,421.99
1459869752.709986,422.07,421.98
1459869752.810182,422.07,421.97
1459869752.910536,422.07,421.95
1459869753.011479,422.07,421.95
1459869753.111631,422.07,421.94
1459869753.211774,422.1,422.14
1459869753.311845,422.07,422.14
1459869753.412056,422.07,421.96
1459869753.512218,422.07,422.1
1459869753.612826,422.07,422.1
1459869753.713182,422.07,422.1
1459869753.814435,422.07,422.09
1459869753.915114,422.07,422.07
1459869754.015297,422.07,422.07
1459869754.11684,422.07,422.07
1459869754.218087,422.07,422.07
1459869754.319397,422.07,422.07
1459869754.419832,422.07,422.07
1459869754.520288,422.07,422.07
1459869754.620866,422.07,422.07
1459869754.72329,422.07,422.07
1459869754.82362,422.07,422.07
1459869754.923735,422.07,422.07
1459869755.023853,422.07,422.07
1459869755.125466,422.07,422.07
1459869755.225755,422.07,422.07
1459869755.326477,422.07,422.07
1459869755.427056,422.07,422.07
1459869755.527263,422.07,422.07
1459869755.630107,422.07,422.07
1459869755.730601,422.07,422.07
1459869755.831184,422.07,422.07
1459869755.93145,422.07,422.05
1459869756.03169,422.07,422.05
1459869756.136525,422.07,422.05
1459869756.237004,422.07,422.05
1459869756.337738,422.07,422.05
1459869756.437972,422.07,422.05
1459869756.539116,422.07,422.05
1459869756.639683,422.07,422.05
1459869756.73984,422.07,422.05
1459869756.839986,422.07,422.05
1459869756.94016,422.07,422.05
1459869757.040365,422.07,422.05
1459869757.140842,422.07,422.05
1459869757.241569,422.07,422.03
1459869757.341769,422.07,422.03
1459869757.441982,422.07,422.03
1459869757.543599,422.07,422.03
1459869757.64397,422.07,422.03
1459869757.744159,422.07,422.03
1459869757.844487,422.07,422.03
1459869757.944977,422.07,422.03
1459869758.045207,422.07,422.03
1459869758.145406,422.07,422.03
1459869758.246524,422.07,422.03
1459869758.346664,422.07,422.03
1459869758.446862,422.07,422.03
1459869758.547511,422.07,422.03
1459869758.65083,422.07,422.03
1459869758.755613,422.07,422.03
1459869758.85753,422.07,422.03
1459869758.95774,422.07,422.03
1459869759.058284,422.07,422.03
1459869759.158434,422.07,422.03
1459869759.258745,422.07,422.03
1459869759.359659,422.07,422.03
1459869759.460295,422.07,422.03
1459869759.562703,422.07,422.03
1459869759.663737,422.07,422.03
1459869759.76424,422.07,422.03
1459869759.867513,422.07,422.03
1459869759.971467,422.07,422.03
1459869760.071604,422.07,422.03
1459869760.171714,422.07,422.03
1459869760.272745,422.07,422.03
1459869760.375325,422.07,422.03
1459869760.47544,422.07,422.03
1459869760.575651,422.07,422.03
1459869760.676166,422.07,422.03
1459869760.776423,422.07,422.03
1459869760.876807,422.07,422.03
1459869760.977534,422.07,422.03
1459869761.078569,422.07,422.03
1459869761.18078,422.07,422.03
1459869761.281844,422.07,422.03
1459869761.384489,422.07,422.03
1459869761.488422,422.07,422.03
1459869761.589818,422.07,422.03
1459869761.691759,422.07,422.03
1459869761.791877,422.07,422.03
1459869761.892223,422.07,422.03
1459869761.992476,422.07,422.03
1459869762.093058,422.07,422.03
1459869762.193207,422.07,422.03
1459869762.293423,422.07,422.03
1459869762.393779,422.07,422.03
1459869762.494352,422.07,422.03
1459869762.595728,422.07,422.03
1459869762.696226,422.07,422.03
1459869762.796383,422.07,422.03
1459869762.89653,422.07,422.03
1459869762.996752,422.07,422.03
1459869763.097014,422.07,422.03
1459869763.197147,422.07,422.03
1459869763.297297,422.07,422.03
1459869763.397562,422.07,422.03
1459869763.497712,422.07,422.03
1459869763.597906,422.07,422.03
1459869763.698392,422.07,422.03
1459869763.798617,422.07,422.03
1459869763.898895,422.07,422.03
1459869763.999487,422.07,422.03
1459869764.10469,422.07,422.03
1459869764.207189,422.07,422.03
1459869764.307353,422.07,422.03
1459869764.407588,422.07,422.03
1459869764.50779,422.07,422.03
1459869764.608762,422.07,422.03
1459869764.708973,422.07,422.03
1459869764.813724,422.07,422.03
1459869764.91893,422.07,422.03
1459869765.022769,422.07,422.03
1459869765.124207,422.07,422.03
1459869765.224884,422.07,422.03
1459869765.329913,422.07,422.03
1459869765.431377,422.07,422.03
1459869765.536567,422.07,422.03
1459869765.640997,422.07,422.03
1459869765.74124,422.07,422.03
1459869765.841351,422.07,422.03
1459869765.943644,422.07,422.03
1459869766.044019,422.07,422.03
1459869766.149228,422.07,422.03
1459869766.250938,422.07,422.03
1459869766.353786,422.07,422.03
1459869766.45731,422.07,422.03
1459869766.558044,422.07,422.03
1459869766.658907,422.07,422.03
1459869766.764094,422.07,422.03
1459869766.869307,422.07,422.03
1459869766.969834,422.07,422.03
1459869767.074834,422.07,422.03
1459869767.175026,422.07,422.03
1459869767.275201,422.07,422.03
1459869767.37544,422.07,422.03
1459869767.47609,422.07,422.03
1459869767.576432,422.07,422.03
1459869767.676654,422.07,422.03
1459869767.777157,422.07,422.03
1459869767.877276,422.07,422.03
1459869767.977631,422.07,422.03
1459869768.078052,422.07,422.03
1459869768.178353,422.07,422.03
1459869768.278777,422.07,422.03
1459869768.378934,422.07,422.03
1459869768.479089,422.07,422.03
1459869768.57965,422.07,422.03
1459869768.679795,422.07,422.03
1459869768.780052,422.07,422.03
1459869768.880167,422.07,422.03
1459869768.980489,422.07,422.03
1459869769.080668,422.07,422.03
1459869769.181247,422.07,422.03
1459869769.281508,422.07,422.03
1459869769.381745,422.07,422.03
1459869769.481854,422.07,422.03
1459869769.582019,422.07,422.03
1459869769.682487,422.07,422.03
1459869769.782851,422.07,422.03
1459869769.883558,422.07,422.03
1459869769.98374,422.07,422.03
1459869770.084265,422.07,422.03
1459869770.184448,422.07,422.03
1459869770.284645,422.07,422.03
1459869770.384895,422.07,422.03
1459869770.485145,422.07,422.03
1459869770.587055,422.07,422.03
1459869770.687177,422.07,422.03
